PERMNO,date,PRC,VOL,CFACPR,OPENPRC,NUMTRD
66181,2008/04/17,28.12000,9241100,1,28.00000,
66181,2008/04/18,28.68000,12671000,1,28.21000,
66181,2008/04/21,28.98000,16470600,1,28.50000,
66181,2008/04/22,28.52000,20109800,1,28.90000,
66181,2008/04/23,28.13000,15925000,1,28.68000,
66181,2008/04/24,28.92000,21726300,1,28.12000,
66181,2008/04/25,29.78000,19656500,1,29.01000,
66181,2008/04/28,29.73000,13374500,1,29.61000,
66181,2008/04/29,29.36000,10968900,1,29.63000,
66181,2008/04/30,28.80000,15222500,1,29.36000,
66181,2008/05/01,29.87000,26629400,1,29.09000,
66181,2008/05/02,30.12000,19294200,1,30.40000,
66181,2008/05/05,29.37000,15897800,1,29.89000,
66181,2008/05/06,29.28000,14309500,1,29.28000,
66181,2008/05/07,28.56000,14746300,1,29.25000,
66181,2008/05/08,27.92000,19465900,1,28.61000,
66181,2008/05/09,27.98000,13031600,1,27.82000,
66181,2008/05/12,28.64000,12314100,1,28.01000,
66181,2008/05/13,28.75000,10392300,1,28.66000,
66181,2008/05/14,29.12000,12094100,1,28.88000,
66181,2008/05/15,29.53000,11044800,1,29.09000,
66181,2008/05/16,29.10000,13246300,1,29.85000,
66181,2008/05/19,28.87000,13894900,1,28.65000,
66181,2008/05/20,27.37000,39812100,1,28.04000,
66181,2008/05/21,26.93000,29275600,1,27.32000,
66181,2008/05/22,26.91000,15894000,1,26.84000,
66181,2008/05/23,26.77000,17326200,1,26.84000,
66181,2008/05/27,27.28000,21412700,1,26.90000,
66181,2008/05/28,27.43000,13244400,1,27.59000,
66181,2008/05/29,27.71000,13855500,1,27.35000,
66181,2008/05/30,27.36000,11714800,1,27.75000,
66181,2008/06/02,27.16000,15501400,1,27.41000,
66181,2008/06/03,27.09000,15233800,1,27.05000,
66181,2008/06/04,27.18000,17537700,1,27.07000,
66181,2008/06/05,27.91000,20266500,1,27.42000,
66181,2008/06/06,27.18000,19366900,1,27.45000,
66181,2008/06/09,26.54000,17696100,1,27.22000,
66181,2008/06/10,26.71000,17879400,1,26.39000,
66181,2008/06/11,25.91000,19165900,1,26.71000,
66181,2008/06/12,26.48000,15099500,1,26.04000,
66181,2008/06/13,27.53000,16052500,1,26.69000,
66181,2008/06/16,27.50000,12418700,1,27.47000,
66181,2008/06/17,26.87000,12274100,1,27.55000,
66181,2008/06/18,26.55000,13989500,1,26.66000,
66181,2008/06/19,27.18000,16005900,1,26.56000,
66181,2008/06/20,26.25000,17188000,1,27.03000,
66181,2008/06/23,25.06000,22903700,1,26.40000,
66181,2008/06/24,25.31000,18581400,1,25.09000,
